"","book_id","ranks","ratings"
"1145",13459,54,4.9
"1146",14409,55,NA
"1147",11942,56,4.8
"1148",13585,57,4.8
"1149",14581,NA,4.7
"1150",11051,59,4.8
"1151",11042,60,4.8
"1152",13190,NA,4.7
"1153",14725,62,4.9
"1154",13026,63,4.7
"1155",12437,64,4.8
"1156",13593,65,4.6
"1157",14589,66,4.8
"1158",12605,67,4.7
"1159",13413,68,4.8
"1160",13377,69,4.9
"1161",11482,70,NA
"1162",12563,71,4.7
"1163",14672,72,4.7
"1164",12555,73,4.9
"1165",12681,74,4.7
"1166",12578,75,4.7
"1167",14945,76,4.7
"1168",12689,77,4.6
"1169",12895,78,4.9
"1170",12066,79,4.6
"1171",14947,80,4.9
"1172",13160,81,4.9
"1173",12558,82,4.9
"1174",13354,83,NA
"1175",11631,84,4.7
"1176",13857,85,4.3
"1177",14760,86,4.7
"1178",12850,87,NA
"1179",12875,88,4.7
"1180",12936,89,4.7
"1181",14341,90,4.9
"1182",11032,91,4.8
"1183",12909,92,4.6
"1184",12585,93,4.9
"1185",11620,94,4.8
"1186",13695,95,4.7
"1187",12534,96,NA
"1188",11782,97,4.6
"1189",12841,98,4.7
"1190",13795,99,4.7
"1191",12711,100,4.9
"1192",11850,1,4.8
"1193",11279,2,4.8
"1194",12124,NA,4.7
"1195",14613,4,4.8
"1196",11992,5,4.8
"1197",11362,6,4.9
"1198",11481,7,4.7
"1199",12277,8,NA
"1200",12203,9,4.9
"1201",13052,10,4.8
"1202",12099,11,4.3
"1203",12675,12,4.5
"1204",13337,NA,4.9
"1205",12058,14,4.3
"1206",13049,15,NA
"1207",13973,16,4.8
"1208",13204,17,4.6
"1209",12388,18,4.7
"1210",14742,19,4.9
"1211",11872,20,4.9
"1212",12838,21,4.7
"1213",11642,22,4.8
"1214",12163,23,4.6
"1215",11651,24,4.7
"1216",12487,25,4.6
"1217",14558,26,4.6
"1218",14173,27,4.7
"1219",14588,28,4.6
"1220",13429,29,4.8
"1221",13999,NA,4.7
"1222",12796,31,4.9
"1223",12491,32,4.7
"1224",14369,33,4.8
"1225",13177,34,4.8
"1226",13327,35,4.7
"1227",12773,36,4.8
"1228",11773,37,4.8
"1229",12268,38,4.6
"1230",11112,39,4.6
"1231",13873,40,4.8
"1232",12823,41,4.8
"1233",14576,42,4.8
"1234",11544,43,4.5
"1235",12341,44,4.7
"1236",13300,45,4.8
"1237",12611,46,4.7
"1238",12081,47,4.8
"1239",12390,48,4.8
"1240",12358,49,4.7
"1241",12976,50,4.9
"1242",11314,51,4.4
"1243",13398,52,4.8
"1244",12801,53,4.7
"1245",14677,54,4.9
"1246",14545,55,4.8
"1247",12683,56,4.9
"1248",14976,57,4.4
"1249",14210,58,4.9
"1250",12007,59,4.8
"1251",11312,60,4.9
"1252",11510,61,4.8
"1253",14874,62,4.7
"1254",14316,63,4.6
"1255",13032,64,4.8
"1256",12603,65,4.9
"1257",11635,66,4.6
"1258",14463,67,4.7
"1259",13672,68,4.7
"1260",13670,69,4.8
"1261",11856,70,4.7
"1262",12433,71,4.9
"1263",12398,72,4.5
"1264",13048,73,4.7
"1265",13704,NA,4.7
"1266",13287,75,4.8
"1267",13245,NA,4.6
"1268",13191,77,4.9
"1269",14433,78,4.8
"1270",11224,NA,4.3
"1271",14428,80,4.5
"1272",12375,81,4.8
"1273",12889,82,4.7
"1274",12580,83,4.8
"1275",14212,84,4.7
"1276",13616,85,4.7
"1277",13080,86,4.9
"1278",11607,87,4.8
"1279",11608,88,4.7
"1280",12028,89,4.9
"1281",11598,90,4.8
"1282",11030,91,4.7
"1283",13206,92,4.4
"1284",11862,93,4.9
"1285",13078,94,4.8
"1286",12102,95,4.7
"1287",13104,96,NA
"1288",14801,97,NA
"1289",13285,98,4.8
"1290",14540,99,4.8
"1291",14998,100,4.7
