"","X","...1","price","ranks","title","no_of_copies_sold","ratings","author","cover_type","year","genre","book_id"
"1134",1134,1133,12.99,43,"The Silent Patient",135163,NA,"Alex Michaelides","Hardcover",2020,"Fiction",12682
"1135",1135,1134,5.99,44,"The Big Book of Silly Jokes for Kids",20572,4.7,"Carole P. Roman","Paperback",2020,"Non Fiction",12865
"1136",1136,1135,4.59,45,"Chicka Chicka Boom Boom (Board Book)",33791,4.9,"Bill Martin Jr.","Board book",2020,"Non Fiction",13678
"1137",1137,1136,13.45,46,"Live Free Or Die: America (and the World) on the Brink",24460,4.8,"Sean Hannity","Hardcover",2020,"Non Fiction",12030
"1138",1138,1137,6.99,47,"Burn After Writing",78273,4.6,"Sharon Jones","Paperback",2020,"Non Fiction",13153
"1139",1139,1138,14.34,NA,"Get Out of Your Head: Stopping the Spiral of Toxic Thoughts",21319,4.7,"Jennie Allen","Hardcover",2020,"Non Fiction",14803
"1140",1140,1139,7.19,49,"Human Body Activity Book for Kids: Hands-On Fun for Grades K-3",20532,4.7,"Ph.D., Katie Stokes, M.Ed.,","Paperback",2020,"Non Fiction",11221
"1141",1141,1140,13,NA,"Educated: A Memoir",69406,4.7,"Tara Westover","Hardcover",2020,"Non Fiction",12522
"1142",1142,1141,8.09,NA,"Then She Was Gone: A Novel",49979,4.5,"Lisa Jewell","Paperback",2020,"Fiction",11263
"1143",1143,1142,5.99,52,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)",28840,4.6,"M Prefontaine","Paperback",2020,"Non Fiction",11241
"1144",1144,1143,7.48,53,"1984",72441,4.7,"George Orwell","Mass Market Paperback",2020,"Fiction",11564
"1145",1145,1144,17.5,54,"Humans",19238,4.9,"Brandon Stanton","Hardcover",2020,"Fiction",13459
"1146",1146,1145,5.36,55,"Goodnight Moon",24815,NA,"Margaret Wise Brown","Board book",2020,"Fiction",14409
"1147",1147,1146,10.38,56,"I've Loved You Since Forever",20854,4.8,"Hoda Kotb","Hardcover",2020,"Non Fiction",11942
"1148",1148,1147,7.87,57,"Just Mercy: A Story of Justice and Redemption",22860,4.8,"Bryan Stevenson","Paperback",2020,"Non Fiction",13585
"1149",1149,1148,8.99,NA,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Mass Market Paperback",2020,"Non Fiction",14581
"1150",1150,1149,13,59,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat",19282,4.8,"America's Test Kitchen Kids","Hardcover",2020,"Non Fiction",11051
"1151",1151,1150,24,60,"Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association",28579,4.8,"American Psychological Association","Paperback",2020,"Non Fiction",11042
"1152",1152,1151,13.29,NA,"First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers",27332,4.7,"Deborah Schecter","Paperback",2020,"Non Fiction",13190
"1153",1153,1152,16,62,"The Mamba Mentality: How I Play",23654,4.9,"Kobe Bryant","Hardcover",2020,"Non Fiction",14725
"1154",1154,1153,2.67,63,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More",26014,4.7,"School Zone","Cards",2020,"Non Fiction",13026
"1155",1155,1154,5.98,64,"There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library)",24728,4.8,"Tish Rabe","Hardcover",2020,"Non Fiction",12437
"1156",1156,1155,14.5,65,"Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump",32055,4.6,"Michael Cohen","Hardcover",2020,"Non Fiction",13593
"1157",1157,1156,4.22,66,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",19071,4.8,"Tanya Emelyanova","Paperback",2020,"Non Fiction",14589
"1158",1158,1157,13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2020,"Fiction",12605
"1159",1159,1158,7.19,68,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2020,"Fiction",13413
"1160",1160,1159,18.8,69,"Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians)",36276,4.9,"Rick Riordan","Paperback",2020,"Fiction",13377
"1161",1161,1160,16.59,70,"Magnolia Table",32326,NA,"Joanna Gaines","Hardcover",2020,"Non Fiction",11482
"1162",1162,1161,4.99,71,"Llama Llama Loves Camping",18042,4.7,"Anna Dewdney","Paperback",2020,"Non Fiction",12563
"1163",1163,1162,11.48,72,"So You Want to Talk About Race",12313,4.7,"Ijeoma Oluo","Paperback",2020,"Non Fiction",14672
"1164",1164,1163,15.15,73,"Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation",21603,4.9,"Candace Owens","Hardcover",2020,"Non Fiction",12555
"1165",1165,1164,4.99,74,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2020,"Non Fiction",12681
"1166",1166,1165,8.99,75,"Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids)",14664,4.7,"Crystal Chatterton","Paperback",2020,"Non Fiction",12578
"1167",1167,1166,9.99,76,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook)",30623,4.7,"Dinah Bucholz","Hardcover",2020,"Fiction",14945
"1168",1168,1167,13,77,"A Time for Mercy (Jake Brigance)",77697,4.6,"John Grisham","Hardcover",2020,"Fiction",12689
"1169",1169,1168,8.48,78,"Oh, the Places You'll Go!",42848,4.9,"Dr. Seuss","Hardcover",2020,"Fiction",12895
"1170",1170,1169,6.99,79,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal",27846,4.6,"Pretty Simple Press","Paperback",2020,"Non Fiction",12066
"1171",1171,1170,7.76,80,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)",27986,4.9,"Dav Pilkey","Hardcover",2020,"Fiction",14947
"1172",1172,1171,4.98,81,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2020,"Fiction",13160
"1173",1173,1172,5,82,"Where's Spot?",30989,4.9,"Eric Hill","Board book",2020,"Fiction",12558
"1174",1174,1173,16.65,83,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620,NA,"Samin Nosrat","Hardcover",2020,"Non Fiction",13354
"1175",1175,1174,11.99,84,"Man's Search for Meaning",53306,4.7,"Viktor E. Frankl","Paperback",2020,"Non Fiction",11631
"1176",1176,1175,13.18,85,"Ready Player Two: A Novel",39038,4.3,"Ernest Cline","Hardcover",2020,"Fiction",13857
"1177",1177,1176,6.99,86,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep",16815,4.7,"Modern Kid Press","Paperback",2020,"Non Fiction",14760
"1178",1178,1177,10.14,87,"Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner)",11703,NA,"Ibram X. Kendi","Paperback",2020,"Non Fiction",12850
"1179",1179,1178,8.99,88,"Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals)",28770,4.7,"Monica Sweeney","Paperback",2020,"Non Fiction",12875
"1180",1180,1179,14.29,89,"The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing",39269,4.7,"Benjamin Graham","Paperback",2020,"Non Fiction",12936
"1181",1181,1180,8.55,90,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2020,"Fiction",14341
"1182",1182,1181,2.99,91,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",49525,4.8,"Brighter Child","Cards",2020,"Fiction",11032
"1183",1183,1182,14.35,92,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2020,"Non Fiction",12909
"1184",1184,1183,4.98,93,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2020,"Fiction",12585
"1185",1185,1184,11,94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363,4.8,"Mary Pope Osborne","Paperback",2020,"Fiction",11620
"1186",1186,1185,13.49,95,"Zen as F*ck (Zen as F*ck Journals)",23862,4.7,"Monica Sweeney","Paperback",2020,"Non Fiction",13695
"1187",1187,1186,12.92,96,"Relationship Goals: How to Win at Dating, Marriage, and Sex",21311,NA,"Michael Todd","Hardcover",2020,"Non Fiction",12534
"1188",1188,1187,13.69,97,"The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series)",15967,4.6,"Steve Doocy","Hardcover",2020,"Non Fiction",11782
"1189",1189,1188,6.99,98,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade",14809,4.7,"Modern Kid Press","Paperback",2020,"Non Fiction",12841
"1190",1190,1189,5.72,99,"P is for Potty! (Sesame Street) (Lift-the-Flap)",14846,4.7,"Naomi Kleinberg","Board book",2020,"Non Fiction",13795
"1191",1191,1190,22.95,100,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",28426,4.9,"Dungeons & Dragons","Hardcover",2020,"Fiction",12711
"1192",1192,1191,11.98,1,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones",84079,4.8,"James Clear","Hardcover",2021,"Non Fiction",11850
"1193",1193,1192,12.52,2,"American Marxism",34627,4.8,"Mark R. Levin","Hardcover",2021,"Non Fiction",11279
"1194",1194,1193,7.74,NA,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2021,"Non Fiction",12124
"1195",1195,1194,4.14,4,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2021,"Fiction",14613
"1196",1196,1195,11.4,5,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2021,"Non Fiction",11992
"1197",1197,1196,4.31,6,"I Love You to the Moon and Back",60075,4.9,"Amelia Hepworth","Board book",2021,"Non Fiction",11362
"1198",1198,1197,9.99,7,"It Ends with Us: A Novel (1)",169014,4.7,"Colleen Hoover","Paperback",2021,"Fiction",11481
"1199",1199,1198,10.35,8,"The Boy, the Mole, the Fox and the Horse",108231,NA,"Charlie Mackesy","Hardcover",2021,"Fiction",12277
"1200",1200,1199,4.93,9,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2021,"Fiction",12203
"1201",1201,1200,4.07,10,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",77319,4.8,"Crystal Radke","Paperback",2021,"Non Fiction",13052
"1202",1202,1201,13.29,11,"The Midnight Library: A Novel",199570,4.3,"Matt Haig","Hardcover",2021,"Fiction",12099
"1203",1203,1202,13.79,12,"The Four Winds: A Novel",121007,4.5,"Kristin Hannah","Hardcover",2021,"Fiction",12675
"1204",1204,1203,6.62,NA,"Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10)",22723,4.9,"Dav Pilkey","Hardcover",2021,"Fiction",13337
"1205",1205,1204,13.08,14,"The Last Thing He Told Me: A Novel",113167,4.3,"Laura Dave","Hardcover",2021,"Fiction",12058
"1206",1206,1205,7.49,15,"Big Shot Diary of a Wimpy Kid Book 16",20445,NA,"Jeff Kinney","Hardcover",2021,"Fiction",13049
"1207",1207,1206,19.42,16,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Childrenâ€™s Health Defense)",21151,4.8,"Robert F. Kennedy Jr.","Hardcover",2021,"Non Fiction",13973
"1208",1208,1207,9.42,17,"The Seven Husbands of Evelyn Hugo: A Novel",125004,4.6,"Taylor Jenkins Reid","Paperback",2021,"Fiction",13204
"1209",1209,1208,11.6,18,"The 48 Laws of Power",52408,4.7,"Robert Greene","Paperback",2021,"Non Fiction",12388
"1210",1210,1209,8.48,19,"Oh, the Places You'll Go!Â Â ",42848,4.9,"Dr. Seuss","Hardcover",2021,"Fiction",14742
"1211",1211,1210,4.55,20,"Brown Bear, Brown Bear, What Do You See?",47472,4.9,"Bill Martin Jr.","Board book",2021,"Fiction",11872
"1212",1212,1211,11.88,21,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Paperback",2021,"Non Fiction",12838
"1213",1213,1212,7.57,22,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2021,"Non Fiction",11642
"1214",1214,1213,6.99,23,"Burn After Writing (Pink)",78273,4.6,"Sharon Jones","Paperback",2021,"Non Fiction",12163
"1215",1215,1214,7.48,24,"1984",72441,4.7,"George Orwell","Mass Market Paperback",2021,"Fiction",11651
"1216",1216,1215,14.02,25,"Peril",20535,4.6,"Bob Woodward","Hardcover",2021,"Non Fiction",12487
"1217",1217,1216,14.89,26,"Untamed",53688,4.6,"Glennon Doyle","Hardcover",2021,"Non Fiction",14558
"1218",1218,1217,12.01,27,"Dune (Dune Chronicles, Book 1)",64912,4.7,"Frank Herbert","Paperback",2021,"Fiction",14173
"1219",1219,1218,16.77,28,"My First Library : Boxset of 10 Board Books for Kids",62733,4.6,"Wonder House Books","Board book",2021,"Non Fiction",14588
"1220",1220,1219,17.78,29,"Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience",15148,4.8,"Brené Brown","Hardcover",2021,"Non Fiction",13429
"1221",1221,1220,10.34,NA,"The Song of Achilles: A Novel",53798,4.7,"Madeline Miller","Paperback",2021,"Fiction",13999
"1222",1222,1221,8.72,31,"The Hill We Climb: An Inaugural Poem for the Country",15565,4.9,"Amanda Gorman","Hardcover",2021,"Non Fiction",12796
"1223",1223,1222,15.35,32,"Greenlights",59400,4.7,"Matthew McConaughey","Hardcover",2021,"Non Fiction",12491
"1224",1224,1223,8.99,33,"Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals",36007,4.8,"Karen Frazier","Paperback",2021,"Non Fiction",14369
"1225",1225,1224,17.99,34,"The Storyteller: Tales of Life and Music",26999,4.8,"Dave Grohl","Hardcover",2021,"Non Fiction",13177
"1226",1226,1225,13.29,35,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2021,"Fiction",13327
"1227",1227,1226,5.99,36,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2021,"Non Fiction",12773
"1228",1228,1227,6.99,37,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091,4.8,"Hopscotch Girls","Paperback",2021,"Non Fiction",11773
"1229",1229,1228,14.35,38,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2021,"Non Fiction",12268
"1230",1230,1229,8.37,39,"They Both Die at the End",32356,4.6,"Adam Silvera","Paperback",2021,"Fiction",11112
"1231",1231,1230,14.34,40,"Caste (Oprah's Book Club): The Origins of Our Discontents",40983,4.8,"Isabel Wilkerson","Hardcover",2021,"Non Fiction",13873
"1232",1232,1231,5.23,41,"How to Catch a Mermaid",29836,4.8,"Adam Wallace","Hardcover",2021,"Fiction",12823
"1233",1233,1232,13.58,42,"Call Us What We Carry: Poems",4525,4.8,"Amanda Gorman","Hardcover",2021,"Non Fiction",14576
"1234",1234,1233,5.98,43,"We Were Liars",42287,4.5,"E. Lockhart","Paperback",2021,"Fiction",11544
"1235",1235,1234,18,44,"Go Tell the Bees That I Am Gone: A Novel (Outlander)",54522,4.7,"Diana Gabaldon","Hardcover",2021,"Fiction",12341
"1236",1236,1235,10.62,45,"Grumpy Monkey",22884,4.8,"Suzanne Lang","Hardcover",2021,"Fiction",13300
"1237",1237,1236,9.59,46,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",16024,4.7,"Megan Logan MSW  LCSW","Paperback",2021,"Non Fiction",12611
"1238",1238,1237,24,47,"Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association",28579,4.8,"American Psychological Association","Paperback",2021,"Non Fiction",12081
"1239",1239,1238,7.2,48,"Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!",21490,4.8,"Workman Publishing","Paperback",2021,"Non Fiction",12390
"1240",1240,1239,10.5,49,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2021,"Non Fiction",12358
"1241",1241,1240,8.55,50,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2021,"Fiction",12976
"1242",1242,1241,17.49,51,"The Lincoln Highway: A Novel",65403,4.4,"Amor Towles","Hardcover",2021,"Non Fiction",11314
"1243",1243,1242,9.98,52,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Paperback",2021,"Fiction",13398
"1244",1244,1243,8.99,53,"Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals)",28770,4.7,"Monica Sweeney","Paperback",2021,"Non Fiction",12801
"1245",1245,1244,5.36,54,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2021,"Fiction",14677
"1246",1246,1245,11,55,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363,4.8,"Mary Pope Osborne","Paperback",2021,"Fiction",14545
"1247",1247,1246,5,56,"Where's Spot?",30989,4.9,"Eric Hill","Board book",2021,"Fiction",12683
"1248",1248,1247,10.9,57,"Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users",37006,4.4,"Jenson William","Paperback",2021,"Non Fiction",14976
"1249",1249,1248,4.98,58,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2021,"Fiction",14210
"1250",1250,1249,5.22,59,"How to Catch a Unicorn",32100,4.8,"Adam Wallace","Hardcover",2021,"Fiction",12007
"1251",1251,1250,4.59,60,"Chicka Chicka Boom Boom (Board Book)",33791,4.9,"Bill Martin Jr.","Board book",2021,"Non Fiction",11312
"1252",1252,1251,2.88,61,"Flash Cards: Sight Words",20825,4.8,"Scholastic Teacher Resources","Cards",2021,"Non Fiction",11510
"1253",1253,1252,14.49,62,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",12144,4.7,"Oprah Winfrey","Hardcover",2021,"Non Fiction",14874
"1254",1254,1253,5.99,63,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)",28840,4.6,"M Prefontaine","Paperback",2021,"Non Fiction",14316
"1255",1255,1254,16.46,64,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",11486,4.8,"Dr. Nicole LePera","Hardcover",2021,"Non Fiction",13032
"1256",1256,1255,9.31,65,"Change Sings: A Children's Anthem",4710,4.9,"Amanda Gorman","Hardcover",2021,"Non Fiction",12603
"1257",1257,1256,16.75,66,"Think Again: The Power of Knowing What You Don't Know",12028,4.6,"Adam Grant","Hardcover",2021,"Non Fiction",11635
"1258",1258,1257,13.55,67,"Keep Sharp: Build a Better Brain at Any Age",11033,4.7,"Sanjay Gupta M.D.","Hardcover",2021,"Non Fiction",14463
"1259",1259,1258,9.42,68,"The Screaming Goat (Book & Figure)",30143,4.7,"Running Press ","Paperback",2021,NA,13672
"1260",1260,1259,14.95,69,"The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today",12288,4.8,"Shannon Bream","Hardcover",2021,"Non Fiction",13670
"1261",1261,1260,5.99,70,"The Big Book of Silly Jokes for Kids",20572,4.7,"Carole P. Roman","Paperback",2021,"Non Fiction",11856
"1262",1262,1261,18.8,71,"Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians)",36276,4.9,"Rick Riordan","Paperback",2021,"Fiction",12433
"1263",1263,1262,14.57,72,"The Invisible Life of Addie LaRue",57314,4.5,"V. E. Schwab","Hardcover",2021,"Fiction",12398
"1264",1264,1263,17.32,73,"Project Hail Mary: A Novel",85206,4.7,"Andy Weir","Hardcover",2021,"Fiction",13048
"1265",1265,1264,4.99,NA,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2021,"Non Fiction",13704
"1266",1266,1265,12.7,75,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2021,"Non Fiction",13287
"1267",1267,1266,17.4,NA,"Verity",163818,4.6,"Colleen Hoover","Paperback",2021,"Fiction",13245
"1268",1268,1267,38.86,77,"Harry Potter Paperback Box Set (Books 1-7)",91629,4.9,"J. K. Rowling","Paperback",2021,"Fiction",13191
"1269",1269,1268,7.19,78,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2021,"Fiction",14433
"1270",1270,1269,9.98,NA,"People We Meet on Vacation",46725,4.3,"Emily Henry","Paperback",2021,"Fiction",11224
"1271",1271,1270,13.55,80,"The Judge's List: A Novel (The Whistler)",69642,4.5,"John Grisham","Hardcover",2021,"Non Fiction",14428
"1272",1272,1271,18.14,81,"12 Rules for Life: An Antidote to Chaos",58074,4.8,"Jordan B. Peterson","Hardcover",2021,"Non Fiction",12375
"1273",1273,1272,11.99,82,"Man's Search for Meaning",53306,4.7,"Viktor E. Frankl","Paperback",2021,"Non Fiction",12889
"1274",1274,1273,7.03,83,"It's Not Easy Being a Bunny (Beginner Books(R))",16885,4.8,"Marilyn Sadler","Hardcover",2021,"Fiction",12580
"1275",1275,1274,14.29,84,"The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing",39269,4.7,"Benjamin Graham","Paperback",2021,"Non Fiction",14212
"1276",1276,1275,10.4,85,"Ugly Love: A Novel",82155,4.7,"Colleen Hoover","Paperback",2021,"Fiction",13616
"1277",1277,1276,17.93,86,"Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER",13892,4.9,"Joshua Weissman","Hardcover",2021,"Non Fiction",13080
"1278",1278,1277,9.49,87,"The Outsiders",30584,4.8,"S. E. Hinton","Paperback",2021,"Fiction",11607
"1279",1279,1278,7.51,88,"The Power of Now: A Guide to Spiritual Enlightenment",42799,4.7,"Eckhart Tolle","Paperback",2021,"Non Fiction",11608
"1280",1280,1279,26.47,89,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",21311,4.9,"Dr. Seuss","Hardcover",2021,"Non Fiction",12028
"1281",1281,1280,16.59,90,"Magnolia Table",32326,4.8,"Joanna Gaines","Hardcover",2021,"Non Fiction",11598
"1282",1282,1281,11.94,91,"The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step (Step-by-Step Instant Pot Cookbooks)",30581,4.7,"Jeffrey Eisner","Paperback",2021,"Non Fiction",11030
"1283",1283,1282,12.32,92,"The Vanishing Half: A Novel",96412,4.4,"Brit Bennett","Hardcover",2021,"Fiction",13206
"1284",1284,1283,16.53,93,"A Promised Land",125017,4.9,"Barack Obama","Hardcover",2021,"Non Fiction",11862
"1285",1285,1284,11.89,94,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169,4.8,"Adir Levy","Hardcover",2021,"Fiction",13078
"1286",1286,1285,13.4,95,"The Wish",35292,4.7,"Nicholas Sparks","Hardcover",2021,"Fiction",12102
"1287",1287,1286,16.69,96,"Will",21401,NA,"Will Smith","Hardcover",2021,"Non Fiction",13104
"1288",1288,1287,7.49,97,"Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series)",79872,NA,"Napoleon Hill","Paperback",2021,"Non Fiction",14801
"1289",1289,1288,8.95,98,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2021,"Fiction",13285
"1290",1290,1289,7.59,99,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",7246,4.8,"Doctor Joseph Mercola","Hardcover",2021,"Non Fiction",14540
"1291",1291,1290,13.29,100,"First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers",27332,4.7,"Deborah Schecter","Paperback",2021,"Non Fiction",14998
