"","book_id","no_of_copies_sold","price","year"
"877",12170,66012,13.46,2017
"878",14904,17069,1.17,2017
"879",14949,14875,10.05,2017
"880",13741,21527,21.99,2017
"881",13974,7021,11.21,2017
"882",14278,3872,12.97,2017
"883",12236,12018,16.29,2017
"884",12333,11620,9.87,2017
"885",13322,28721,6.98,2017
"886",13666,5158,18.59,2017
"887",11786,32825,9.05,2017
"888",11772,24427,11.88,2017
"889",11212,15753,8.95,2017
"890",14679,91629,38.86,2017
"891",12379,5682,15.7,2017
"892",13408,6386,12.18,2017
"893",13446,123276,16.5,2018
"894",13617,27338,11.51,2018
"895",11727,74725,5.28,2018
"896",11402,17292,9.29,2018
"897",11330,10319,27.59,2018
"898",14261,15015,16.99,2018
"899",13017,58074,18.14,2018
"900",11925,32326,16.59,2018
"901",14621,9935,13.49,2018
"902",12005,80328,14.35,2018
"903",13702,8326,6.15,2018
"904",12737,28721,6.98,2018
"905",14285,20281,11.63,2018
"906",13592,69866,7.57,2018
"907",12587,35236,4.78,2018
"908",14651,15744,9.17,2018
"909",14866,69406,13,2018
"910",13323,35414,8.45,2018
"911",11633,14283,13.79,2018
"912",12050,28447,6.9,2018
"913",13975,45713,22.95,2018
"914",14119,10966,20.79,2018
"915",13172,54008,4.93,2018
"916",14609,11395,7.89,2018
"917",14800,25140,10.4,2018
"918",11839,12578,8.97,2018
"919",11826,86676,7.74,2018
"920",12196,25148,8.55,2018
"921",12574,28308,5.72,2018
"922",12548,23576,4.98,2018
"923",13196,20363,6.99,2018
"924",11007,12674,24.29,2018
"925",13466,26369,5,2018
"926",11729,42848,8.48,2018
"927",11499,15853,9.99,2018
"928",11508,24815,5.36,2018
"929",11901,20620,16.65,2018
"930",11170,12524,8.49,2018
"931",11560,79094,10.5,2018
"932",11441,18456,9.99,2018
"933",14501,13295,8.7,2018
"934",12490,46407,7.38,2018
"935",11232,56899,12.75,2018
"936",12667,7513,8.99,2018
"937",11847,23987,14.75,2018
"938",14702,66846,5.99,2018
"939",13627,8375,20.49,2018
"940",11626,45965,11,2018
"941",12273,34955,8.29,2018
"942",12202,6919,12.5,2018
"943",14680,94750,13.29,2018
"944",12062,35698,9.67,2018
"945",12286,68842,7.19,2018
"946",12877,15544,14.68,2018
"947",13882,6586,11.29,2018
"948",12009,41193,12.63,2018
"949",11358,21594,15.4,2018
"950",11733,47194,4.55,2018
"951",13004,66012,13.46,2018
"952",12906,29389,12.7,2018
"953",14973,12018,16.29,2018
"954",11171,20795,9.49,2018
"955",11001,10751,4.99,2018
"956",11058,10982,21.99,2018
"957",12204,2345,12.97,2018
"958",14673,21068,4.99,2018
"959",14018,24552,9.48,2018
"960",12298,25395,14.89,2018
"961",12149,344811,12.39,2018
"962",12921,26151,27.97,2018
"963",14772,65838,15.5,2018
"964",13249,53161,4.98,2018
"965",11809,15753,8.95,2018
"966",14995,38250,14.18,2018
"967",13811,22559,26.9,2018
"968",11165,9484,15.9,2018
"969",14797,7082,18.29,2018
"970",14668,26082,14.49,2018
"971",11530,4750,14.35,2018
"972",13697,24653,4.99,2018
"973",14303,16958,9,2018
"974",13757,28111,8.32,2018
"975",14237,15796,8.94,2018
"976",11987,13755,7,2018
"977",12967,9187,17.99,2018
"978",14034,4743,15.74,2018
"979",12932,53306,18.5,2018
"980",11158,44690,14.4,2018
"981",12568,24427,11.88,2018
"982",11074,6748,14.42,2018
"983",11449,60681,14.35,2018
"984",12088,29674,6.92,2018
"985",14522,18656,6.79,2018
"986",13185,55928,11.4,2018
"987",14391,4789,10.99,2018
"988",14999,94095,8.99,2018
"989",12497,29897,11.58,2018
"990",14836,91629,38.86,2018
"991",14031,20036,32.99,2018
"992",14106,344811,12.39,2019
"993",13033,123276,16.5,2019
"994",14986,69406,13,2019
"995",12234,23639,6.43,2019
"996",14347,27338,11.51,2019
"997",13079,27986,7.76,2019
"998",11515,18630,8.96,2019
"999",11703,25148,8.55,2019
"1000",13633,66846,5.99,2019
"1001",14843,69866,7.57,2019
"1002",13679,14255,9.98,2019
"1003",13432,74725,5.28,2019
"1004",12702,80328,14.35,2019
"1005",11474,28840,5.99,2019
"1006",14098,20620,16.65,2019
"1007",14739,54008,4.93,2019
"1008",12159,22169,11.89,2019
"1009",11087,17297,23.55,2019
"1010",11054,32091,6.99,2019
"1011",13100,86676,7.74,2019
"1012",11525,9263,12.99,2019
"1013",11890,18456,9.99,2019
"1014",11389,28447,6.9,2019
"1015",12053,69538,4.14,2019
"1016",14005,42848,8.48,2019
"1017",14938,7960,17.51,2019
"1018",11538,13983,5.9,2019
"1019",14983,28111,8.32,2019
"1020",11329,24882,21.52,2019
"1021",13159,17839,8.72,2019
"1022",14827,13295,8.7,2019
"1023",14823,55928,11.4,2019
"1024",13374,27801,6.99,2019
"1025",12373,24815,5.36,2019
"1026",12032,28721,6.98,2019
"1027",12304,20061,4.99,2019
"1028",12685,16341,9.25,2019
"1029",11815,45713,22.95,2019
"1030",11824,135163,12.99,2019
"1031",12623,19088,11.97,2019
"1032",14239,68842,7.19,2019
"1033",13637,35414,8.45,2019
"1034",11674,12922,12.98,2019
"1035",12917,60784,20.35,2019
"1036",12788,35843,13.73,2019
"1037",12250,28308,5.72,2019
"1038",12181,24427,11.88,2019
"1039",11685,47194,4.55,2019
"1040",14765,30623,9.99,2019
"1041",12217,4086,9.63,2019
"1042",13277,23862,13.49,2019
"1043",12826,94095,8.99,2019
"1044",13909,33465,14.67,2019
"1045",12507,30465,14.99,2019
"1046",14427,20986,17.07,2019
"1047",11690,20363,6.99,2019
"1048",13685,49404,2.99,2019
"1049",12814,84079,11.98,2019
"1050",14776,29897,11.58,2019
"1051",12294,29674,6.92,2019
"1052",13376,29698,15.5,2019
"1053",11172,29389,12.7,2019
"1054",13938,344811,13.99,2019
"1055",14336,11620,9.87,2019
"1056",14070,94750,13.29,2019
"1057",14289,12674,24.29,2019
"1058",11726,23576,4.98,2019
"1059",14040,15461,13.38,2019
"1060",11653,26396,5,2019
"1061",13583,16428,14.29,2019
"1062",13688,34955,8.29,2019
"1063",11014,7082,18.29,2019
"1064",14652,58074,18.14,2019
"1065",14555,59925,8.31,2019
"1066",11721,21207,14.71,2019
"1067",12595,10495,11.99,2019
"1068",11926,55794,9.57,2019
"1069",14420,10544,10.99,2019
"1070",11407,18656,6.79,2019
"1071",12024,19201,13,2019
"1072",13945,8470,8.6,2019
"1073",11768,53161,4.98,2019
"1074",14596,15796,8.94,2019
"1075",11831,27476,8.14,2019
"1076",13963,15753,8.95,2019
"1077",12888,79094,10.5,2019
"1078",13234,32326,16.59,2019
"1079",14763,25528,16.95,2019
"1080",12354,19363,11,2019
"1081",12885,49979,8.09,2019
"1082",11262,7648,13.98,2019
"1083",13876,38588,11.66,2019
"1084",11380,10982,21.99,2019
"1085",12154,24544,9.48,2019
"1086",14881,24728,5.98,2019
"1087",11109,24653,4.99,2019
"1088",11875,NA,NA,2019
"1089",14714,9484,15.9,2019
"1090",14405,30584,9.49,2019
"1091",12188,16760,6.99,2019
"1092",11559,125017,16.53,2020
"1093",12022,102078,12.93,2020
"1094",12026,344811,12.39,2020
"1095",14306,77319,4.07,2020
"1096",13146,81203,19.99,2020
"1097",14617,53688,14.89,2020
"1098",12501,69538,4.14,2020
"1099",14919,39920,8.15,2020
"1100",14533,66846,5.99,2020
"1101",14408,49573,14.75,2020
"1102",12666,50700,13.99,2020
"1103",13313,43881,6.48,2020
"1104",12866,54008,4.93,2020
"1105",14020,123276,16.5,2020
"1106",14890,25333,13.51,2020
"1107",13094,86676,7.74,2020
"1108",14036,34424,11.07,2020
"1109",11898,40983,14.34,2020
"1110",11497,59400,15.35,2020
"1111",11775,32091,6.99,2020
"1112",14267,109386,12.77,2020
"1113",12386,108231,10.35,2020
"1114",13242,56899,9.99,2020
"1115",11491,44139,7.38,2020
"1116",11155,84079,11.98,2020
"1117",14994,60075,4.31,2020
"1118",12416,29836,5.23,2020
"1119",11867,29763,14.9,2020
"1120",13875,32100,5.22,2020
"1121",14195,28447,6.9,2020
"1122",14655,47472,4.55,2020
"1123",11369,69866,7.57,2020
"1124",13088,26429,17,2020
"1125",12741,96411,12.32,2020
"1126",14374,16897,18.78,2020
"1127",14128,42410,9.95,2020
"1128",13295,74725,5.28,2020
"1129",13184,55928,11.4,2020
"1130",12070,21490,7.2,2020
"1131",13787,18971,8.95,2020
"1132",13900,22169,11.89,2020
"1133",11949,47472,11.66,2020
"1134",12682,135163,12.99,2020
"1135",12865,20572,5.99,2020
"1136",13678,33791,4.59,2020
"1137",12030,24460,13.45,2020
"1138",13153,78273,6.99,2020
"1139",14803,21319,14.34,2020
"1140",11221,20532,7.19,2020
"1141",12522,69406,13,2020
"1142",11263,49979,8.09,2020
"1143",11241,28840,5.99,2020
"1144",11564,72441,7.48,2020
"1145",13459,19238,17.5,2020
"1146",14409,24815,5.36,2020
"1147",11942,20854,10.38,2020
"1148",13585,22860,7.87,2020
"1149",14581,94095,8.99,2020
"1150",11051,19282,13,2020
"1151",11042,28579,24,2020
"1152",13190,27332,13.29,2020
"1153",14725,23654,16,2020
"1154",13026,26014,2.67,2020
"1155",12437,24728,5.98,2020
"1156",13593,32055,14.5,2020
"1157",14589,19071,4.22,2020
"1158",12605,94750,13.29,2020
"1159",13413,68842,7.19,2020
"1160",13377,36276,18.8,2020
"1161",11482,32326,16.59,2020
"1162",12563,18042,4.99,2020
"1163",14672,12313,11.48,2020
"1164",12555,21603,15.15,2020
"1165",12681,24653,4.99,2020
"1166",12578,14664,8.99,2020
"1167",14945,30623,9.99,2020
"1168",12689,77697,13,2020
"1169",12895,42848,8.48,2020
"1170",12066,27846,6.99,2020
"1171",14947,27986,7.76,2020
"1172",13160,23576,4.98,2020
"1173",12558,30989,5,2020
"1174",13354,20620,16.65,2020
"1175",11631,53306,11.99,2020
"1176",13857,39038,13.18,2020
"1177",14760,16815,6.99,2020
"1178",12850,11703,10.14,2020
"1179",12875,28770,8.99,2020
"1180",12936,39269,14.29,2020
"1181",14341,25148,8.55,2020
"1182",11032,49525,2.99,2020
"1183",12909,80328,14.35,2020
"1184",12585,53161,4.98,2020
"1185",11620,19363,11,2020
"1186",13695,23862,13.49,2020
"1187",12534,21311,12.92,2020
"1188",11782,15967,13.69,2020
"1189",12841,14809,6.99,2020
"1190",13795,14846,5.72,2020
"1191",12711,28426,22.95,2020
"1192",11850,84079,11.98,2021
"1193",11279,34627,12.52,2021
"1194",12124,86676,7.74,2021
"1195",14613,69538,4.14,2021
"1196",11992,55928,11.4,2021
"1197",11362,60075,4.31,2021
"1198",11481,169014,9.99,2021
"1199",12277,108231,10.35,2021
"1200",12203,54008,4.93,2021
"1201",13052,77319,4.07,2021
"1202",12099,199570,13.29,2021
"1203",12675,121007,13.79,2021
"1204",13337,22723,6.62,2021
"1205",12058,113167,13.08,2021
"1206",13049,20445,7.49,2021
"1207",13973,21151,19.42,2021
"1208",13204,125004,9.42,2021
"1209",12388,52408,11.6,2021
"1210",14742,42848,8.48,2021
"1211",11872,47472,4.55,2021
"1212",12838,94095,11.88,2021
"1213",11642,69866,7.57,2021
"1214",12163,78273,6.99,2021
"1215",11651,72441,7.48,2021
"1216",12487,20535,14.02,2021
"1217",14558,53688,14.89,2021
"1218",14173,64912,12.01,2021
"1219",14588,62733,16.77,2021
"1220",13429,15148,17.78,2021
"1221",13999,53798,10.34,2021
"1222",12796,15565,8.72,2021
"1223",12491,59400,15.35,2021
"1224",14369,36007,8.99,2021
"1225",13177,26999,17.99,2021
"1226",13327,94750,13.29,2021
"1227",12773,66846,5.99,2021
"1228",11773,32091,6.99,2021
"1229",12268,80328,14.35,2021
"1230",11112,32356,8.37,2021
"1231",13873,40983,14.34,2021
"1232",12823,29836,5.23,2021
"1233",14576,4525,13.58,2021
"1234",11544,42287,5.98,2021
"1235",12341,54522,18,2021
"1236",13300,22884,10.62,2021
"1237",12611,16024,9.59,2021
"1238",12081,28579,24,2021
"1239",12390,21490,7.2,2021
"1240",12358,79094,10.5,2021
"1241",12976,25148,8.55,2021
"1242",11314,65403,17.49,2021
"1243",13398,344811,9.98,2021
"1244",12801,28770,8.99,2021
"1245",14677,24815,5.36,2021
"1246",14545,19363,11,2021
"1247",12683,30989,5,2021
"1248",14976,37006,10.9,2021
"1249",14210,53161,4.98,2021
"1250",12007,32100,5.22,2021
"1251",11312,33791,4.59,2021
"1252",11510,20825,2.88,2021
"1253",14874,12144,14.49,2021
"1254",14316,28840,5.99,2021
"1255",13032,11486,16.46,2021
"1256",12603,4710,9.31,2021
"1257",11635,12028,16.75,2021
"1258",14463,11033,13.55,2021
"1259",13672,30143,9.42,2021
"1260",13670,12288,14.95,2021
"1261",11856,20572,5.99,2021
"1262",12433,36276,18.8,2021
"1263",12398,57314,14.57,2021
"1264",13048,85206,17.32,2021
"1265",13704,24653,4.99,2021
"1266",13287,29389,12.7,2021
"1267",13245,163818,17.4,2021
"1268",13191,91629,38.86,2021
"1269",14433,68842,7.19,2021
"1270",11224,46725,9.98,2021
"1271",14428,69642,13.55,2021
"1272",12375,58074,18.14,2021
"1273",12889,53306,11.99,2021
"1274",12580,16885,7.03,2021
"1275",14212,39269,14.29,2021
"1276",13616,82155,10.4,2021
"1277",13080,13892,17.93,2021
"1278",11607,30584,9.49,2021
"1279",11608,42799,7.51,2021
"1280",12028,21311,26.47,2021
"1281",11598,32326,16.59,2021
"1282",11030,30581,11.94,2021
"1283",13206,96412,12.32,2021
"1284",11862,125017,16.53,2021
"1285",13078,22169,11.89,2021
"1286",12102,35292,13.4,2021
"1287",13104,21401,16.69,2021
"1288",14801,79872,7.49,2021
"1289",13285,15753,8.95,2021
"1290",14540,7246,7.59,2021
"1291",14998,27332,13.29,2021
